"period_id";"date";"type"
26118;"23_07_2002";"b"
13559;"24_07_2002";"d"
11623;"25_07_2002";"c"
14642;"26_07_2002";"b"
4129;"27_07_2002";"a"
21279;"28_07_2002";"d"
25769;"29_07_2002";"b"
20493;"30_07_2002";"d"
29866;"31_07_2002";"a"
194;"01_08_2002";"d"
19484;"02_08_2002";"b"
5508;"03_08_2002";"b"
28377;"04_08_2002";"b"
223;"05_08_2002";"c"
29884;"06_08_2002";"c"
27036;"07_08_2002";"b"
17199;"08_08_2002";"d"
25661;"09_08_2002";"d"
24170;"10_08_2002";"a"
7016;"11_08_2002";"a"
4333;"12_08_2002";"d"
11772;"13_08_2002";"d"
12692;"14_08_2002";"b"
6350;"15_08_2002";"a"
3978;"16_08_2002";"b"
10515;"17_08_2002";"b"
6553;"18_08_2002";"a"
26862;"19_08_2002";"c"
14959;"20_08_2002";"c"
15458;"21_08_2002";"c"
26390;"22_08_2002";"b"
25430;"23_08_2002";"a"
10659;"24_08_2002";"c"
24739;"25_08_2002";"d"
10245;"26_08_2002";"c"
23880;"27_08_2002";"c"
20830;"28_08_2002";"c"
9033;"29_08_2002";"a"
9385;"30_08_2002";"c"
18683;"31_08_2002";"b"
22497;"01_09_2002";"d"
5500;"02_09_2002";"c"
15013;"03_09_2002";"a"
20398;"04_09_2002";"d"
13161;"05_09_2002";"b"
17531;"06_09_2002";"c"
3007;"07_09_2002";"a"
10735;"08_09_2002";"b"
24164;"09_09_2002";"b"
13880;"10_09_2002";"b"
19570;"11_09_2002";"a"
13097;"12_09_2002";"c"
26645;"13_09_2002";"c"
2216;"14_09_2002";"d"
401;"15_09_2002";"a"
22311;"16_09_2002";"b"
25936;"17_09_2002";"a"
9241;"18_09_2002";"a"
16576;"19_09_2002";"c"
5603;"20_09_2002";"a"
14102;"21_09_2002";"d"
5184;"22_09_2002";"d"
21278;"23_09_2002";"c"
28028;"24_09_2002";"b"
15791;"25_09_2002";"c"
17065;"26_09_2002";"a"
6616;"27_09_2002";"d"
29466;"28_09_2002";"c"
4219;"29_09_2002";"b"
15958;"30_09_2002";"c"
7389;"01_10_2002";"b"
21296;"02_10_2002";"b"
9364;"03_10_2002";"a"
16937;"04_10_2002";"a"
20646;"05_10_2002";"a"
25189;"06_10_2002";"d"
11155;"07_10_2002";"d"
26763;"08_10_2002";"b"
1336;"09_10_2002";"a"
24689;"10_10_2002";"d"
597;"11_10_2002";"d"
9436;"12_10_2002";"b"
17270;"13_10_2002";"a"
18955;"14_10_2002";"c"
14231;"15_10_2002";"c"
20501;"16_10_2002";"a"
25464;"17_10_2002";"d"
10358;"18_10_2002";"a"
12477;"19_10_2002";"d"
25972;"20_10_2002";"a"
26889;"21_10_2002";"d"
25275;"22_10_2002";"c"
2219;"23_10_2002";"b"
11840;"24_10_2002";"a"
14617;"25_10_2002";"d"
4761;"26_10_2002";"c"
10707;"27_10_2002";"b"
1873;"28_10_2002";"c"
7532;"29_10_2002";"b"
26560;"30_10_2002";"b"
14679;"31_10_2002";"c"
2038;"01_11_2002";"c"
24917;"02_11_2002";"d"
13206;"03_11_2002";"b"
15970;"04_11_2002";"d"
5711;"05_11_2002";"a"
25602;"06_11_2002";"a"
27249;"07_11_2002";"d"
28335;"08_11_2002";"d"
7760;"09_11_2002";"a"
15615;"10_11_2002";"d"
17495;"11_11_2002";"d"
16038;"12_11_2002";"b"
2432;"13_11_2002";"c"
22458;"14_11_2002";"a"
2719;"15_11_2002";"d"
20982;"16_11_2002";"d"
6259;"17_11_2002";"c"
21417;"18_11_2002";"d"
12117;"19_11_2002";"d"
9810;"20_11_2002";"d"
26602;"21_11_2002";"a"
21762;"22_11_2002";"b"
15116;"23_11_2002";"b"
10874;"24_11_2002";"d"
16141;"25_11_2002";"b"
5661;"26_11_2002";"a"
19363;"27_11_2002";"b"
20556;"28_11_2002";"c"
8805;"29_11_2002";"b"
25670;"30_11_2002";"b"
17424;"01_12_2002";"a"
13717;"02_12_2002";"d"
16813;"03_12_2002";"a"
24988;"04_12_2002";"d"
6686;"05_12_2002";"a"
3922;"06_12_2002";"b"
18431;"07_12_2002";"d"
24236;"08_12_2002";"a"
8028;"09_12_2002";"c"
21505;"10_12_2002";"c"
14177;"11_12_2002";"a"
22930;"12_12_2002";"a"
28819;"13_12_2002";"d"
26303;"14_12_2002";"d"
7297;"15_12_2002";"d"
25938;"16_12_2002";"d"
29239;"17_12_2002";"b"
6761;"18_12_2002";"a"
22432;"19_12_2002";"c"
29969;"20_12_2002";"a"
4670;"21_12_2002";"c"
20221;"22_12_2002";"c"
27931;"23_12_2002";"d"
19887;"24_12_2002";"a"
18822;"25_12_2002";"b"
18994;"26_12_2002";"d"
724;"27_12_2002";"d"
8006;"28_12_2002";"c"
28640;"29_12_2002";"c"
11018;"30_12_2002";"d"
25408;"31_12_2002";"d"
20607;"01_01_2003";"a"
8283;"02_01_2003";"d"
27641;"03_01_2003";"a"
16916;"04_01_2003";"b"
17490;"05_01_2003";"d"
22638;"06_01_2003";"d"
12927;"07_01_2003";"b"
8676;"08_01_2003";"d"
25525;"09_01_2003";"d"
29996;"10_01_2003";"b"
26178;"11_01_2003";"b"
13126;"12_01_2003";"a"
23615;"13_01_2003";"c"
8072;"14_01_2003";"b"
591;"15_01_2003";"c"
18433;"16_01_2003";"a"
7184;"17_01_2003";"a"
8015;"18_01_2003";"b"
22804;"19_01_2003";"d"
6169;"20_01_2003";"a"
21201;"21_01_2003";"d"
17062;"22_01_2003";"b"
13363;"23_01_2003";"c"
13919;"24_01_2003";"d"
28030;"25_01_2003";"c"
6266;"26_01_2003";"b"
15023;"27_01_2003";"b"
21729;"28_01_2003";"b"
22902;"29_01_2003";"a"
25858;"30_01_2003";"a"
1242;"31_01_2003";"d"
3484;"01_02_2003";"a"
2198;"02_02_2003";"c"
1848;"03_02_2003";"d"
29598;"04_02_2003";"a"
16477;"05_02_2003";"c"
13976;"06_02_2003";"a"
17752;"07_02_2003";"a"
13858;"08_02_2003";"d"
2805;"09_02_2003";"b"
15950;"10_02_2003";"c"
11235;"11_02_2003";"a"
15813;"12_02_2003";"c"
21270;"13_02_2003";"c"
26487;"14_02_2003";"c"
21907;"15_02_2003";"d"
25138;"16_02_2003";"d"
22362;"17_02_2003";"c"
22036;"18_02_2003";"c"
28777;"19_02_2003";"a"
18312;"20_02_2003";"b"
16943;"21_02_2003";"c"
843;"22_02_2003";"c"
11960;"23_02_2003";"c"
23438;"24_02_2003";"a"
28412;"25_02_2003";"c"
9843;"26_02_2003";"a"
3468;"27_02_2003";"d"
9089;"28_02_2003";"c"
14530;"01_03_2003";"a"
10445;"02_03_2003";"c"
26355;"03_03_2003";"a"
3466;"04_03_2003";"b"
1191;"05_03_2003";"b"
9560;"06_03_2003";"c"
8141;"07_03_2003";"d"
5341;"08_03_2003";"b"
8766;"09_03_2003";"d"
12242;"10_03_2003";"d"
626;"11_03_2003";"a"
9549;"12_03_2003";"c"
6765;"13_03_2003";"a"
20481;"14_03_2003";"d"
11228;"15_03_2003";"b"
18617;"16_03_2003";"c"
24229;"17_03_2003";"b"
22758;"18_03_2003";"c"
12988;"19_03_2003";"a"
20905;"20_03_2003";"b"
18811;"21_03_2003";"b"
7032;"22_03_2003";"c"
18666;"23_03_2003";"c"
13600;"24_03_2003";"b"
19452;"25_03_2003";"d"
16870;"26_03_2003";"b"
19663;"27_03_2003";"d"
12467;"28_03_2003";"a"
19090;"29_03_2003";"b"
12163;"30_03_2003";"c"
8822;"31_03_2003";"b"
2351;"01_04_2003";"b"
12139;"02_04_2003";"d"
18358;"03_04_2003";"c"
22906;"04_04_2003";"b"
14569;"05_04_2003";"c"
19638;"06_04_2003";"a"
16081;"07_04_2003";"b"
17857;"08_04_2003";"b"
25528;"09_04_2003";"a"
29175;"10_04_2003";"a"
25601;"11_04_2003";"c"
21864;"12_04_2003";"d"
13388;"13_04_2003";"d"
14847;"14_04_2003";"b"
11736;"15_04_2003";"b"
14181;"16_04_2003";"a"
16009;"17_04_2003";"a"
12602;"18_04_2003";"a"
29247;"19_04_2003";"b"
10656;"20_04_2003";"a"
18383;"21_04_2003";"c"
28160;"22_04_2003";"b"
26443;"23_04_2003";"b"
4456;"24_04_2003";"b"
18503;"25_04_2003";"b"
12322;"26_04_2003";"c"
17474;"27_04_2003";"a"
21100;"28_04_2003";"c"
1443;"29_04_2003";"d"
27096;"30_04_2003";"c"
25196;"01_05_2003";"a"
20471;"02_05_2003";"c"
14478;"03_05_2003";"d"
26978;"04_05_2003";"b"
25484;"05_05_2003";"d"
16164;"06_05_2003";"c"
17290;"07_05_2003";"b"
10366;"08_05_2003";"b"
9872;"09_05_2003";"c"
11286;"10_05_2003";"d"
26098;"11_05_2003";"d"
24707;"12_05_2003";"d"
11805;"13_05_2003";"b"
8222;"14_05_2003";"b"
3136;"15_05_2003";"a"
23263;"16_05_2003";"c"
20482;"17_05_2003";"a"
13309;"18_05_2003";"a"
1227;"19_05_2003";"a"
10480;"20_05_2003";"d"
13912;"21_05_2003";"d"
15261;"22_05_2003";"c"
6569;"23_05_2003";"d"
26297;"24_05_2003";"d"
28897;"25_05_2003";"a"
10404;"26_05_2003";"b"
5210;"27_05_2003";"d"
27867;"28_05_2003";"c"
28908;"29_05_2003";"d"
28024;"30_05_2003";"d"
24249;"31_05_2003";"b"
3052;"01_06_2003";"b"
19391;"02_06_2003";"a"
19605;"03_06_2003";"a"
9863;"04_06_2003";"d"
6692;"05_06_2003";"c"
14921;"06_06_2003";"c"
20316;"07_06_2003";"c"
24908;"08_06_2003";"c"
25914;"09_06_2003";"a"
11501;"10_06_2003";"b"
4093;"11_06_2003";"a"
22632;"12_06_2003";"d"
2518;"13_06_2003";"b"
2363;"14_06_2003";"c"
25703;"15_06_2003";"c"
7878;"16_06_2003";"d"
17595;"17_06_2003";"a"
10127;"18_06_2003";"d"
9042;"19_06_2003";"d"
24947;"20_06_2003";"d"
21205;"21_06_2003";"a"
3193;"22_06_2003";"c"
8461;"23_06_2003";"d"
22988;"24_06_2003";"c"
9910;"25_06_2003";"a"
15152;"26_06_2003";"d"
2714;"27_06_2003";"c"
26490;"28_06_2003";"c"
11213;"29_06_2003";"c"
18665;"30_06_2003";"b"
13720;"01_07_2003";"d"
24145;"02_07_2003";"d"
29287;"03_07_2003";"c"
10070;"04_07_2003";"c"
793;"05_07_2003";"d"
29255;"06_07_2003";"c"
7648;"07_07_2003";"d"
15548;"08_07_2003";"d"
2799;"09_07_2003";"c"
1515;"10_07_2003";"c"
489;"11_07_2003";"b"
796;"12_07_2003";"b"
6916;"13_07_2003";"d"
25896;"14_07_2003";"d"
18696;"15_07_2003";"c"
18597;"16_07_2003";"c"
26623;"17_07_2003";"b"
11456;"18_07_2003";"d"
56;"19_07_2003";"c"
3312;"20_07_2003";"c"
10474;"21_07_2003";"c"
29043;"22_07_2003";"b"
1476;"23_07_2003";"a"
14751;"24_07_2003";"d"
24604;"25_07_2003";"b"
9377;"26_07_2003";"d"
18045;"27_07_2003";"b"
16054;"28_07_2003";"b"
13308;"29_07_2003";"a"
22967;"30_07_2003";"a"
25215;"31_07_2003";"b"
19287;"01_08_2003";"c"
4709;"02_08_2003";"b"
6492;"03_08_2003";"c"
24368;"04_08_2003";"d"
28931;"05_08_2003";"a"
2164;"06_08_2003";"d"
11549;"07_08_2003";"b"
21263;"08_08_2003";"a"
26859;"09_08_2003";"b"
27167;"10_08_2003";"a"
8894;"11_08_2003";"d"
7197;"12_08_2003";"b"
5701;"13_08_2003";"a"
7557;"14_08_2003";"c"
23221;"15_08_2003";"c"
5264;"16_08_2003";"d"
27312;"17_08_2003";"c"
24033;"18_08_2003";"c"
11058;"19_08_2003";"d"
24497;"20_08_2003";"c"
28613;"21_08_2003";"b"
21113;"22_08_2003";"d"
18544;"23_08_2003";"b"
21224;"24_08_2003";"b"
19841;"25_08_2003";"b"
7003;"26_08_2003";"d"
1759;"27_08_2003";"a"
19204;"28_08_2003";"c"
3039;"29_08_2003";"b"
20218;"30_08_2003";"a"
1074;"31_08_2003";"b"
9555;"01_09_2003";"c"
16630;"02_09_2003";"b"
29254;"03_09_2003";"d"
11990;"04_09_2003";"c"
2469;"05_09_2003";"b"
21873;"06_09_2003";"b"
10880;"07_09_2003";"d"
28195;"08_09_2003";"d"
29378;"09_09_2003";"c"
12664;"10_09_2003";"c"
7622;"11_09_2003";"b"
10793;"12_09_2003";"b"
10354;"13_09_2003";"d"
1006;"14_09_2003";"d"
18992;"15_09_2003";"c"
6618;"16_09_2003";"a"
16565;"17_09_2003";"b"
17881;"18_09_2003";"c"
11313;"19_09_2003";"a"
19741;"20_09_2003";"d"
25878;"21_09_2003";"d"
28102;"22_09_2003";"a"
22764;"23_09_2003";"a"
14479;"24_09_2003";"b"
3247;"25_09_2003";"a"
8269;"26_09_2003";"d"
17814;"27_09_2003";"a"
3733;"28_09_2003";"c"
640;"29_09_2003";"c"
23065;"30_09_2003";"c"
24099;"01_10_2003";"b"
14898;"02_10_2003";"a"
29849;"03_10_2003";"c"
5061;"04_10_2003";"c"
17359;"05_10_2003";"b"
9127;"06_10_2003";"c"
14853;"07_10_2003";"a"
2149;"08_10_2003";"c"
11811;"09_10_2003";"b"
11499;"10_10_2003";"b"
6287;"11_10_2003";"c"
28911;"12_10_2003";"c"
26411;"13_10_2003";"d"
4470;"14_10_2003";"c"
23792;"15_10_2003";"a"
8722;"16_10_2003";"d"
11906;"17_10_2003";"b"
8650;"18_10_2003";"d"
15794;"19_10_2003";"a"
3544;"20_10_2003";"a"
18729;"21_10_2003";"d"
11123;"22_10_2003";"c"
8443;"23_10_2003";"b"
18415;"24_10_2003";"a"
10306;"25_10_2003";"b"
6407;"26_10_2003";"d"
24578;"27_10_2003";"c"
29984;"28_10_2003";"a"
2253;"29_10_2003";"d"
10890;"30_10_2003";"a"
8751;"31_10_2003";"b"
5744;"01_11_2003";"a"
8425;"02_11_2003";"d"
28822;"03_11_2003";"a"
10757;"04_11_2003";"d"
1485;"05_11_2003";"c"
29994;"06_11_2003";"c"
3627;"07_11_2003";"d"
14172;"08_11_2003";"a"
12974;"09_11_2003";"a"
3117;"10_11_2003";"d"
18344;"11_11_2003";"d"
29858;"12_11_2003";"d"
7869;"13_11_2003";"b"
2743;"14_11_2003";"a"
20839;"15_11_2003";"b"
21672;"16_11_2003";"b"
12458;"17_11_2003";"d"
25401;"18_11_2003";"a"
20335;"19_11_2003";"c"
17697;"20_11_2003";"c"
18238;"21_11_2003";"a"
28600;"22_11_2003";"a"
5573;"23_11_2003";"b"
10675;"24_11_2003";"b"
16067;"25_11_2003";"b"
26573;"26_11_2003";"a"
14650;"27_11_2003";"d"
18883;"28_11_2003";"c"
21806;"29_11_2003";"d"
2290;"30_11_2003";"b"
24021;"01_12_2003";"d"
10674;"02_12_2003";"d"
28421;"03_12_2003";"b"
19680;"04_12_2003";"b"
17052;"05_12_2003";"a"
11524;"06_12_2003";"d"
1344;"07_12_2003";"c"
27954;"08_12_2003";"b"
25854;"09_12_2003";"d"
1331;"10_12_2003";"d"
3979;"11_12_2003";"d"
26625;"12_12_2003";"c"
27384;"13_12_2003";"c"
493;"14_12_2003";"a"
15554;"15_12_2003";"d"
12892;"16_12_2003";"d"
7548;"17_12_2003";"b"
15396;"18_12_2003";"d"
11638;"19_12_2003";"d"
12351;"20_12_2003";"b"
2690;"21_12_2003";"a"
10529;"22_12_2003";"a"
4151;"23_12_2003";"a"
25393;"24_12_2003";"c"
25536;"25_12_2003";"d"
28999;"26_12_2003";"b"
13705;"27_12_2003";"d"
3173;"28_12_2003";"d"
16584;"29_12_2003";"b"
19442;"30_12_2003";"d"
14217;"31_12_2003";"a"
13082;"01_01_2004";"c"
4472;"02_01_2004";"b"
8456;"03_01_2004";"c"
1190;"04_01_2004";"c"
9702;"05_01_2004";"b"
14968;"06_01_2004";"d"
19354;"07_01_2004";"a"
14885;"08_01_2004";"a"
1413;"09_01_2004";"c"
24346;"10_01_2004";"c"
1915;"11_01_2004";"c"
7679;"12_01_2004";"c"
11452;"13_01_2004";"b"
6458;"14_01_2004";"b"
15361;"15_01_2004";"b"
27516;"16_01_2004";"c"
14870;"17_01_2004";"d"
26901;"18_01_2004";"d"
13719;"19_01_2004";"c"
18909;"20_01_2004";"b"
14912;"21_01_2004";"c"
21506;"22_01_2004";"b"
5591;"23_01_2004";"c"
22601;"24_01_2004";"d"
16723;"25_01_2004";"a"
13825;"26_01_2004";"a"
5700;"27_01_2004";"d"
16113;"28_01_2004";"d"
20161;"29_01_2004";"a"
5866;"30_01_2004";"b"
7951;"31_01_2004";"a"
20294;"01_02_2004";"d"
26912;"02_02_2004";"d"
24647;"03_02_2004";"b"
6123;"04_02_2004";"a"
554;"05_02_2004";"b"
2637;"06_02_2004";"b"
29500;"07_02_2004";"d"
11395;"08_02_2004";"d"
25704;"09_02_2004";"b"
1786;"10_02_2004";"b"
15291;"11_02_2004";"d"
8692;"12_02_2004";"c"
24419;"13_02_2004";"d"
18343;"14_02_2004";"a"
26608;"15_02_2004";"c"
3357;"16_02_2004";"b"
11343;"17_02_2004";"b"
271;"18_02_2004";"a"
7423;"19_02_2004";"b"
7452;"20_02_2004";"a"
1667;"21_02_2004";"a"
18308;"22_02_2004";"a"
2066;"23_02_2004";"c"
27399;"24_02_2004";"c"
3465;"25_02_2004";"c"
29021;"26_02_2004";"b"
21027;"27_02_2004";"b"
13112;"28_02_2004";"c"
19108;"29_02_2004";"b"
23216;"01_03_2004";"a"
26082;"02_03_2004";"c"
6369;"03_03_2004";"b"
11372;"04_03_2004";"b"
655;"05_03_2004";"b"
28861;"06_03_2004";"a"
11663;"07_03_2004";"c"
28584;"08_03_2004";"c"
12084;"09_03_2004";"d"
22120;"10_03_2004";"b"
3993;"11_03_2004";"c"
15787;"12_03_2004";"c"
16966;"13_03_2004";"c"
27975;"14_03_2004";"a"
21972;"15_03_2004";"a"
8467;"16_03_2004";"a"
23956;"17_03_2004";"a"
11233;"18_03_2004";"b"
20916;"19_03_2004";"c"
16151;"20_03_2004";"a"
7422;"21_03_2004";"a"
20590;"22_03_2004";"b"
11972;"23_03_2004";"d"
1840;"24_03_2004";"b"
25253;"25_03_2004";"b"
24571;"26_03_2004";"d"
15274;"27_03_2004";"d"
22037;"28_03_2004";"d"
23608;"29_03_2004";"c"
29739;"30_03_2004";"b"
8417;"31_03_2004";"a"
5123;"01_04_2004";"d"
26504;"02_04_2004";"a"
310;"03_04_2004";"c"
24839;"04_04_2004";"b"
16199;"05_04_2004";"c"
16782;"06_04_2004";"b"
2430;"07_04_2004";"d"
290;"08_04_2004";"c"
26812;"09_04_2004";"b"
5590;"10_04_2004";"a"
26956;"11_04_2004";"b"
8588;"12_04_2004";"a"
23745;"13_04_2004";"b"
10906;"14_04_2004";"b"
6239;"15_04_2004";"c"
28896;"16_04_2004";"b"
8382;"17_04_2004";"a"
8377;"18_04_2004";"c"
14169;"19_04_2004";"d"
23734;"20_04_2004";"b"
9885;"21_04_2004";"d"
27914;"22_04_2004";"b"
8094;"23_04_2004";"c"
12621;"24_04_2004";"b"
9642;"25_04_2004";"b"
9208;"26_04_2004";"a"
22569;"27_04_2004";"b"
29656;"28_04_2004";"d"
21236;"29_04_2004";"c"
15088;"30_04_2004";"c"
8025;"01_05_2004";"b"
12405;"02_05_2004";"c"
11514;"03_05_2004";"c"
13442;"04_05_2004";"c"
27484;"05_05_2004";"b"
21078;"06_05_2004";"a"
25803;"07_05_2004";"b"
28359;"08_05_2004";"b"
16434;"09_05_2004";"b"
26173;"10_05_2004";"c"
8386;"11_05_2004";"c"
15099;"12_05_2004";"c"
5131;"13_05_2004";"c"
29911;"14_05_2004";"d"
14412;"15_05_2004";"b"
21055;"16_05_2004";"d"
8290;"17_05_2004";"d"
1007;"18_05_2004";"c"
15628;"19_05_2004";"d"
662;"20_05_2004";"d"
26747;"21_05_2004";"c"
10680;"22_05_2004";"a"
25494;"23_05_2004";"b"
125;"24_05_2004";"d"
25799;"25_05_2004";"b"
23756;"26_05_2004";"c"
28827;"27_05_2004";"c"
26818;"28_05_2004";"a"
12958;"29_05_2004";"b"
20853;"30_05_2004";"d"
25259;"31_05_2004";"a"
10029;"01_06_2004";"a"
19952;"02_06_2004";"d"
25674;"03_06_2004";"c"
15676;"04_06_2004";"d"
5836;"05_06_2004";"d"
4359;"06_06_2004";"b"
20015;"07_06_2004";"a"
28542;"08_06_2004";"a"
23790;"09_06_2004";"a"
27260;"10_06_2004";"c"
6729;"11_06_2004";"a"
4166;"12_06_2004";"b"
1021;"13_06_2004";"a"
21071;"14_06_2004";"d"
28354;"15_06_2004";"b"
13523;"16_06_2004";"b"
23344;"17_06_2004";"b"
11293;"18_06_2004";"b"
10310;"19_06_2004";"d"
17294;"20_06_2004";"a"
5222;"21_06_2004";"d"
16445;"22_06_2004";"a"
25437;"23_06_2004";"d"
25781;"24_06_2004";"b"
15801;"25_06_2004";"b"
873;"26_06_2004";"c"
6696;"27_06_2004";"a"
4084;"28_06_2004";"c"
16545;"29_06_2004";"a"
29061;"30_06_2004";"b"
24772;"01_07_2004";"a"
4204;"02_07_2004";"d"
28341;"03_07_2004";"a"
8527;"04_07_2004";"b"
23939;"05_07_2004";"c"
15018;"06_07_2004";"d"
20555;"07_07_2004";"c"
15559;"08_07_2004";"c"
1483;"09_07_2004";"c"
15686;"10_07_2004";"d"
27159;"11_07_2004";"b"
16179;"12_07_2004";"d"
29537;"13_07_2004";"c"
23135;"14_07_2004";"c"
12344;"15_07_2004";"b"
13762;"16_07_2004";"b"
23331;"17_07_2004";"d"
5643;"18_07_2004";"a"
18394;"19_07_2004";"c"
14637;"20_07_2004";"c"
1361;"21_07_2004";"d"
8159;"22_07_2004";"a"
2542;"23_07_2004";"c"
27521;"24_07_2004";"c"
4138;"25_07_2004";"b"
7967;"26_07_2004";"c"
1938;"27_07_2004";"a"
3677;"28_07_2004";"c"
22113;"29_07_2004";"a"
3297;"30_07_2004";"c"
23494;"31_07_2004";"d"
7806;"01_08_2004";"b"
21347;"02_08_2004";"c"
23115;"03_08_2004";"c"
25562;"04_08_2004";"d"
8800;"05_08_2004";"d"
5689;"06_08_2004";"c"
10066;"07_08_2004";"d"
12646;"08_08_2004";"b"
27957;"09_08_2004";"b"
12064;"10_08_2004";"c"
166;"11_08_2004";"b"
28309;"12_08_2004";"d"
391;"13_08_2004";"c"
16435;"14_08_2004";"d"
12818;"15_08_2004";"a"
12441;"16_08_2004";"a"
20472;"17_08_2004";"d"
8187;"18_08_2004";"b"
4228;"19_08_2004";"b"
25510;"20_08_2004";"b"
11080;"21_08_2004";"c"
9295;"22_08_2004";"c"
12520;"23_08_2004";"d"
23736;"24_08_2004";"b"
1357;"25_08_2004";"c"
25813;"26_08_2004";"c"
889;"27_08_2004";"b"
17573;"28_08_2004";"c"
22429;"29_08_2004";"c"
22046;"30_08_2004";"d"
29295;"31_08_2004";"a"
1538;"01_09_2004";"a"
742;"02_09_2004";"c"
24825;"03_09_2004";"a"
25990;"04_09_2004";"d"
16715;"05_09_2004";"c"
974;"06_09_2004";"a"
22451;"07_09_2004";"d"
9356;"08_09_2004";"a"
23516;"09_09_2004";"b"
16727;"10_09_2004";"c"
26855;"11_09_2004";"d"
2020;"12_09_2004";"b"
8364;"13_09_2004";"c"
7306;"14_09_2004";"d"
21654;"15_09_2004";"c"
10235;"16_09_2004";"d"
17197;"17_09_2004";"d"
25376;"18_09_2004";"a"
16812;"19_09_2004";"a"
25338;"20_09_2004";"d"
10518;"21_09_2004";"d"
22111;"22_09_2004";"b"
7947;"23_09_2004";"b"
14562;"24_09_2004";"d"
23027;"25_09_2004";"b"
23273;"26_09_2004";"d"
25884;"27_09_2004";"b"
24935;"28_09_2004";"c"
1953;"29_09_2004";"c"
21925;"30_09_2004";"c"
18633;"01_10_2004";"c"
2584;"02_10_2004";"b"
27630;"03_10_2004";"c"
22453;"04_10_2004";"d"
12098;"05_10_2004";"d"
13878;"06_10_2004";"b"
13621;"07_10_2004";"d"
3561;"08_10_2004";"a"
20483;"09_10_2004";"c"
2525;"10_10_2004";"b"
16627;"11_10_2004";"b"
22516;"12_10_2004";"d"
14775;"13_10_2004";"a"
3463;"14_10_2004";"a"
7362;"15_10_2004";"a"
6533;"16_10_2004";"c"
23266;"17_10_2004";"b"
26947;"18_10_2004";"a"
17426;"19_10_2004";"d"
13585;"20_10_2004";"d"
6006;"21_10_2004";"b"
22445;"22_10_2004";"d"
24796;"23_10_2004";"a"
16646;"24_10_2004";"b"
26858;"25_10_2004";"b"
9490;"26_10_2004";"d"
8061;"27_10_2004";"d"
24482;"28_10_2004";"d"
17982;"29_10_2004";"c"
7411;"30_10_2004";"c"
13440;"31_10_2004";"c"
23235;"01_11_2004";"a"
29817;"02_11_2004";"b"
6449;"03_11_2004";"c"
5650;"04_11_2004";"c"
4546;"05_11_2004";"b"
17781;"06_11_2004";"b"
10771;"07_11_2004";"c"
22277;"08_11_2004";"c"
7628;"09_11_2004";"c"
5864;"10_11_2004";"c"
196;"11_11_2004";"b"
10978;"12_11_2004";"c"
8444;"13_11_2004";"c"
27772;"14_11_2004";"c"
21615;"15_11_2004";"a"
25846;"16_11_2004";"c"
5160;"17_11_2004";"c"
5035;"18_11_2004";"d"
3872;"19_11_2004";"a"
5513;"20_11_2004";"a"
27940;"21_11_2004";"a"
23288;"22_11_2004";"a"
24116;"23_11_2004";"a"
15880;"24_11_2004";"b"
7457;"25_11_2004";"c"
11328;"26_11_2004";"d"
28945;"27_11_2004";"c"
2878;"28_11_2004";"c"
23761;"29_11_2004";"b"
15582;"30_11_2004";"b"
10585;"01_12_2004";"b"
19063;"02_12_2004";"a"
19956;"03_12_2004";"c"
8130;"04_12_2004";"a"
17109;"05_12_2004";"a"
27628;"06_12_2004";"b"
1271;"07_12_2004";"a"
25326;"08_12_2004";"d"
5008;"09_12_2004";"b"
3954;"10_12_2004";"b"
3056;"11_12_2004";"c"
28400;"12_12_2004";"a"
25693;"13_12_2004";"d"
29504;"14_12_2004";"a"
26799;"15_12_2004";"a"
21941;"16_12_2004";"d"
3729;"17_12_2004";"d"
15848;"18_12_2004";"b"
3411;"19_12_2004";"a"
23294;"20_12_2004";"d"
7602;"21_12_2004";"d"
14058;"22_12_2004";"c"
17192;"23_12_2004";"c"
26817;"24_12_2004";"b"
20387;"25_12_2004";"c"
4859;"26_12_2004";"a"
15072;"27_12_2004";"b"
3254;"28_12_2004";"c"
19517;"29_12_2004";"a"
5966;"30_12_2004";"b"
8775;"31_12_2004";"b"
25765;"01_01_2005";"d"
16109;"02_01_2005";"c"
7652;"03_01_2005";"a"
6846;"04_01_2005";"c"
29695;"05_01_2005";"a"
16122;"06_01_2005";"c"
25974;"07_01_2005";"b"
7313;"08_01_2005";"d"
25100;"09_01_2005";"d"
5400;"10_01_2005";"d"
23860;"11_01_2005";"b"
27106;"12_01_2005";"c"
13672;"13_01_2005";"d"
8288;"14_01_2005";"a"
11359;"15_01_2005";"a"
18381;"16_01_2005";"a"
8010;"17_01_2005";"d"
9355;"18_01_2005";"a"
24824;"19_01_2005";"a"
27830;"20_01_2005";"a"
29251;"21_01_2005";"a"
5581;"22_01_2005";"d"
1059;"23_01_2005";"a"
6547;"24_01_2005";"c"
15552;"25_01_2005";"c"
1043;"26_01_2005";"b"
11378;"27_01_2005";"c"
16420;"28_01_2005";"c"
15442;"29_01_2005";"b"
16735;"30_01_2005";"c"
12221;"31_01_2005";"d"
20014;"01_02_2005";"a"
18742;"02_02_2005";"a"
20051;"03_02_2005";"c"
21610;"04_02_2005";"a"
22107;"05_02_2005";"c"
17164;"06_02_2005";"b"
19554;"07_02_2005";"d"
26919;"08_02_2005";"b"
15670;"09_02_2005";"b"
2837;"10_02_2005";"b"
